algorithm,repeat,K,status,T,T0,H,Cost_n,target_cost,non_target_total_cost,non_target_avg_cost,S_T,normalized_cost,z_star,allocation_json,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_39,n_40,n_41,n_42,n_43,n_44,n_45,n_46,n_47,n_48,n_49,n_50
UCB direct,2,30,ok,200000,54553,145447,54403,32452,21951,756.931034483,24467.282261,2.22349991387,0.194835787913,"{""n_1"": 769, ""n_10"": 769, ""n_11"": 759, ""n_12"": 759, ""n_13"": 769, ""n_14"": 769, ""n_15"": 749, ""n_16"": 759, ""n_17"": 749, ""n_18"": 759, ""n_19"": 759, ""n_2"": 759, ""n_20"": 749, ""n_21"": 759, ""n_22"": 749, ""n_23"": 759, ""n_24"": 739, ""n_25"": 759, ""n_26"": 759, ""n_27"": 749, ""n_28"": 729, ""n_29"": 729, ""n_3"": 769, ""n_30"": 32452, ""n_4"": 769, ""n_5"": 759, ""n_6"": 759, ""n_7"": 759, ""n_8"": 769, ""n_9"": 759}",769,759,769,769,759,759,759,769,759,769,759,759,769,769,749,759,749,759,759,749,759,749,759,739,759,759,749,729,729,32452,,,,,,,,,,,,,,,,,,,,
TS appendix,2,30,ok,200000,101023,98977,100873,62531,38342,1322.13793103,24467.282261,4.12277092829,0.222569409408,"{""n_1"": 1333, ""n_10"": 1333, ""n_11"": 1324, ""n_12"": 1324, ""n_13"": 1333, ""n_14"": 1333, ""n_15"": 1315, ""n_16"": 1324, ""n_17"": 1315, ""n_18"": 1324, ""n_19"": 1324, ""n_2"": 1324, ""n_20"": 1315, ""n_21"": 1324, ""n_22"": 1315, ""n_23"": 1324, ""n_24"": 1306, ""n_25"": 1324, ""n_26"": 1324, ""n_27"": 1315, ""n_28"": 1297, ""n_29"": 1297, ""n_3"": 1333, ""n_30"": 62531, ""n_4"": 1333, ""n_5"": 1324, ""n_6"": 1324, ""n_7"": 1324, ""n_8"": 1333, ""n_9"": 1324}",1333,1324,1333,1333,1324,1324,1324,1333,1324,1333,1324,1324,1333,1333,1315,1324,1315,1324,1324,1315,1324,1315,1324,1306,1324,1324,1315,1297,1297,62531,,,,,,,,,,,,,,,,,,,,
TS direct,2,30,ok,200000,76217,123783,76067,46643,29424,1014.62068966,24467.282261,3.10892722733,0.254300000049,"{""n_1"": 1024, ""n_10"": 1024, ""n_11"": 1016, ""n_12"": 1016, ""n_13"": 1024, ""n_14"": 1024, ""n_15"": 1009, ""n_16"": 1016, ""n_17"": 1009, ""n_18"": 1016, ""n_19"": 1016, ""n_2"": 1016, ""n_20"": 1009, ""n_21"": 1016, ""n_22"": 1009, ""n_23"": 1016, ""n_24"": 1001, ""n_25"": 1016, ""n_26"": 1016, ""n_27"": 1009, ""n_28"": 993, ""n_29"": 993, ""n_3"": 1024, ""n_30"": 46643, ""n_4"": 1024, ""n_5"": 1016, ""n_6"": 1016, ""n_7"": 1016, ""n_8"": 1024, ""n_9"": 1016}",1024,1016,1024,1024,1016,1016,1016,1024,1016,1024,1016,1016,1024,1024,1009,1016,1009,1016,1016,1009,1016,1009,1016,1001,1016,1016,1009,993,993,46643,,,,,,,,,,,,,,,,,,,,
UCB appendix,2,40,ok,200000,74656,125344,74456,44713,29743,762.641025641,26929.728668,2.76482548034,0.182714181958,"{""n_1"": 764, ""n_10"": 764, ""n_11"": 754, ""n_12"": 764, ""n_13"": 764, ""n_14"": 764, ""n_15"": 774, ""n_16"": 774, ""n_17"": 764, ""n_18"": 774, ""n_19"": 774, ""n_2"": 774, ""n_20"": 754, ""n_21"": 764, ""n_22"": 754, ""n_23"": 764, ""n_24"": 764, ""n_25"": 764, ""n_26"": 754, ""n_27"": 764, ""n_28"": 774, ""n_29"": 754, ""n_3"": 764, ""n_30"": 764, ""n_31"": 754, ""n_32"": 764, ""n_33"": 764, ""n_34"": 774, ""n_35"": 764, ""n_36"": 743, ""n_37"": 754, ""n_38"": 743, ""n_39"": 733, ""n_4"": 754, ""n_40"": 44713, ""n_5"": 764, ""n_6"": 774, ""n_7"": 774, ""n_8"": 764, ""n_9"": 774}",764,774,764,754,764,774,774,764,774,764,754,764,764,764,774,774,764,774,774,754,764,754,764,764,764,754,764,774,754,764,754,764,764,774,764,743,754,743,733,44713,,,,,,,,,,
UCB direct,2,40,ok,200000,60087,139913,59887,35596,24291,622.846153846,26929.728668,2.22382485684,0.215315739971,"{""n_1"": 624, ""n_10"": 624, ""n_11"": 615, ""n_12"": 624, ""n_13"": 624, ""n_14"": 624, ""n_15"": 633, ""n_16"": 633, ""n_17"": 624, ""n_18"": 633, ""n_19"": 633, ""n_2"": 633, ""n_20"": 615, ""n_21"": 624, ""n_22"": 615, ""n_23"": 624, ""n_24"": 624, ""n_25"": 624, ""n_26"": 615, ""n_27"": 624, ""n_28"": 633, ""n_29"": 615, ""n_3"": 624, ""n_30"": 624, ""n_31"": 615, ""n_32"": 624, ""n_33"": 624, ""n_34"": 633, ""n_35"": 624, ""n_36"": 606, ""n_37"": 615, ""n_38"": 606, ""n_39"": 597, ""n_4"": 615, ""n_40"": 35596, ""n_5"": 624, ""n_6"": 633, ""n_7"": 633, ""n_8"": 624, ""n_9"": 633}",624,633,624,615,624,633,633,624,633,624,615,624,624,624,633,633,624,633,633,615,624,615,624,624,624,615,624,633,615,624,615,624,624,633,624,606,615,606,597,35596,,,,,,,,,,
TS appendix,2,40,ok,200000,113648,86352,113448,69457,43991,1127.97435897,26929.728668,4.21274203682,0.242285104299,"{""n_1"": 1129, ""n_10"": 1129, ""n_11"": 1121, ""n_12"": 1129, ""n_13"": 1129, ""n_14"": 1129, ""n_15"": 1137, ""n_16"": 1137, ""n_17"": 1129, ""n_18"": 1137, ""n_19"": 1137, ""n_2"": 1137, ""n_20"": 1121, ""n_21"": 1129, ""n_22"": 1121, ""n_23"": 1129, ""n_24"": 1129, ""n_25"": 1129, ""n_26"": 1121, ""n_27"": 1129, ""n_28"": 1137, ""n_29"": 1121, ""n_3"": 1129, ""n_30"": 1129, ""n_31"": 1121, ""n_32"": 1129, ""n_33"": 1129, ""n_34"": 1137, ""n_35"": 1129, ""n_36"": 1113, ""n_37"": 1121, ""n_38"": 1113, ""n_39"": 1105, ""n_4"": 1121, ""n_40"": 69457, ""n_5"": 1129, ""n_6"": 1137, ""n_7"": 1137, ""n_8"": 1129, ""n_9"": 1137}",1129,1137,1129,1121,1129,1137,1137,1129,1137,1129,1121,1129,1129,1129,1137,1137,1129,1137,1137,1121,1129,1121,1129,1129,1129,1121,1129,1137,1121,1129,1121,1129,1129,1137,1129,1113,1121,1113,1105,69457,,,,,,,,,,
TS direct,2,40,ok,200000,83189,116811,82989,49718,33271,853.102564103,26929.728668,3.08168719496,0.278850000044,"{""n_1"": 854, ""n_10"": 854, ""n_11"": 847, ""n_12"": 854, ""n_13"": 854, ""n_14"": 854, ""n_15"": 861, ""n_16"": 861, ""n_17"": 854, ""n_18"": 861, ""n_19"": 861, ""n_2"": 861, ""n_20"": 847, ""n_21"": 854, ""n_22"": 847, ""n_23"": 854, ""n_24"": 854, ""n_25"": 854, ""n_26"": 847, ""n_27"": 854, ""n_28"": 861, ""n_29"": 847, ""n_3"": 854, ""n_30"": 854, ""n_31"": 847, ""n_32"": 854, ""n_33"": 854, ""n_34"": 861, ""n_35"": 854, ""n_36"": 840, ""n_37"": 847, ""n_38"": 840, ""n_39"": 833, ""n_4"": 847, ""n_40"": 49718, ""n_5"": 854, ""n_6"": 861, ""n_7"": 861, ""n_8"": 854, ""n_9"": 861}",854,861,854,847,854,861,861,854,861,854,847,854,854,854,861,861,854,861,861,847,854,847,854,854,854,847,854,861,847,854,847,854,854,861,854,840,847,840,833,49718,,,,,,,,,,
UCB appendix,2,50,ok,200000,81838,118162,81588,48742,32846,670.326530612,29009.1708178,2.81248990233,0.195951977518,"{""n_1"": 681, ""n_10"": 681, ""n_11"": 662, ""n_12"": 681, ""n_13"": 681, ""n_14"": 662, ""n_15"": 681, ""n_16"": 681, ""n_17"": 671, ""n_18"": 662, ""n_19"": 681, ""n_2"": 681, ""n_20"": 671, ""n_21"": 662, ""n_22"": 681, ""n_23"": 681, ""n_24"": 681, ""n_25"": 671, ""n_26"": 662, ""n_27"": 681, ""n_28"": 681, ""n_29"": 681, ""n_3"": 681, ""n_30"": 671, ""n_31"": 681, ""n_32"": 671, ""n_33"": 671, ""n_34"": 671, ""n_35"": 652, ""n_36"": 652, ""n_37"": 662, ""n_38"": 652, ""n_39"": 643, ""n_4"": 681, ""n_40"": 671, ""n_41"": 671, ""n_42"": 671, ""n_43"": 671, ""n_44"": 671, ""n_45"": 662, ""n_46"": 652, ""n_47"": 662, ""n_48"": 643, ""n_49"": 652, ""n_5"": 671, ""n_50"": 48742, ""n_6"": 681, ""n_7"": 671, ""n_8"": 681, ""n_9"": 671}",681,681,681,681,671,681,671,681,671,681,662,681,681,662,681,681,671,662,681,671,662,681,681,681,671,662,681,681,681,671,681,671,671,671,652,652,662,652,643,671,671,671,671,671,662,652,662,643,652,48742
UCB direct,2,50,ok,200000,64679,135321,64429,38114,26315,537.040816327,29009.1708178,2.22098730104,0.23233685401,"{""n_1"": 546, ""n_10"": 546, ""n_11"": 530, ""n_12"": 546, ""n_13"": 546, ""n_14"": 530, ""n_15"": 546, ""n_16"": 546, ""n_17"": 538, ""n_18"": 530, ""n_19"": 546, ""n_2"": 546, ""n_20"": 538, ""n_21"": 530, ""n_22"": 546, ""n_23"": 546, ""n_24"": 546, ""n_25"": 538, ""n_26"": 530, ""n_27"": 546, ""n_28"": 546, ""n_29"": 546, ""n_3"": 546, ""n_30"": 538, ""n_31"": 546, ""n_32"": 538, ""n_33"": 538, ""n_34"": 538, ""n_35"": 521, ""n_36"": 521, ""n_37"": 530, ""n_38"": 521, ""n_39"": 513, ""n_4"": 546, ""n_40"": 538, ""n_41"": 538, ""n_42"": 538, ""n_43"": 538, ""n_44"": 538, ""n_45"": 530, ""n_46"": 521, ""n_47"": 530, ""n_48"": 513, ""n_49"": 521, ""n_5"": 538, ""n_50"": 38114, ""n_6"": 546, ""n_7"": 538, ""n_8"": 546, ""n_9"": 538}",546,546,546,546,538,546,538,546,538,546,530,546,546,530,546,546,538,530,546,538,530,546,546,546,538,530,546,546,546,538,546,538,538,538,521,521,530,521,513,538,538,538,538,538,530,521,530,513,521,38114
TS appendix,2,50,ok,200000,124654,75346,124404,75380,49024,1000.48979592,29009.1708178,4.28843694918,0.258363447499,"{""n_1"": 1009, ""n_10"": 1009, ""n_11"": 994, ""n_12"": 1009, ""n_13"": 1009, ""n_14"": 994, ""n_15"": 1009, ""n_16"": 1009, ""n_17"": 1001, ""n_18"": 994, ""n_19"": 1009, ""n_2"": 1009, ""n_20"": 1001, ""n_21"": 994, ""n_22"": 1009, ""n_23"": 1009, ""n_24"": 1009, ""n_25"": 1001, ""n_26"": 994, ""n_27"": 1009, ""n_28"": 1009, ""n_29"": 1009, ""n_3"": 1009, ""n_30"": 1001, ""n_31"": 1009, ""n_32"": 1001, ""n_33"": 1001, ""n_34"": 1001, ""n_35"": 986, ""n_36"": 986, ""n_37"": 994, ""n_38"": 986, ""n_39"": 978, ""n_4"": 1009, ""n_40"": 1001, ""n_41"": 1001, ""n_42"": 1001, ""n_43"": 1001, ""n_44"": 1001, ""n_45"": 994, ""n_46"": 986, ""n_47"": 994, ""n_48"": 978, ""n_49"": 986, ""n_5"": 1001, ""n_50"": 75380, ""n_6"": 1009, ""n_7"": 1001, ""n_8"": 1009, ""n_9"": 1001}",1009,1009,1009,1009,1001,1009,1001,1009,1001,1009,994,1009,1009,994,1009,1009,1001,994,1009,1001,994,1009,1009,1009,1001,994,1009,1009,1009,1001,1009,1001,1001,1001,986,986,994,986,978,1001,1001,1001,1001,1001,994,986,994,978,986,75380
TS direct,2,50,ok,200000,88935,111065,88685,52423,36262,740.040816327,29009.1708178,3.05713667437,0.30070000004,"{""n_1"": 747, ""n_10"": 747, ""n_11"": 734, ""n_12"": 747, ""n_13"": 747, ""n_14"": 734, ""n_15"": 747, ""n_16"": 747, ""n_17"": 741, ""n_18"": 734, ""n_19"": 747, ""n_2"": 747, ""n_20"": 741, ""n_21"": 734, ""n_22"": 747, ""n_23"": 747, ""n_24"": 747, ""n_25"": 741, ""n_26"": 734, ""n_27"": 747, ""n_28"": 747, ""n_29"": 747, ""n_3"": 747, ""n_30"": 741, ""n_31"": 747, ""n_32"": 741, ""n_33"": 741, ""n_34"": 741, ""n_35"": 728, ""n_36"": 728, ""n_37"": 734, ""n_38"": 728, ""n_39"": 721, ""n_4"": 747, ""n_40"": 741, ""n_41"": 741, ""n_42"": 741, ""n_43"": 741, ""n_44"": 741, ""n_45"": 734, ""n_46"": 728, ""n_47"": 734, ""n_48"": 721, ""n_49"": 728, ""n_5"": 741, ""n_50"": 52423, ""n_6"": 747, ""n_7"": 741, ""n_8"": 747, ""n_9"": 741}",747,747,747,747,741,747,741,747,741,747,734,747,747,734,747,747,741,734,747,741,734,747,747,747,741,734,747,747,747,741,747,741,741,741,728,728,734,728,721,741,741,741,741,741,734,728,734,721,728,52423
UCB appendix,3,5,ok,200000,30659,169341,30634,18801,11833,2958.25,13464.864334,2.27510647267,0.0859240473064,"{""n_1"": 2958, ""n_2"": 2979, ""n_3"": 2958, ""n_4"": 2938, ""n_5"": 18801}",2958,2979,2958,2938,18801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,3,5,ok,200000,27889,172111,27864,17076,10788,2697,13464.864334,2.06938587042,0.102303379727,"{""n_1"": 2697, ""n_2"": 2716, ""n_3"": 2697, ""n_4"": 2678, ""n_5"": 17076}",2697,2716,2697,2678,17076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,3,5,ok,200000,48564,151436,48539,32114,16425,4106.25,13464.864334,3.60486365075,0.122219363557,"{""n_1"": 4106, ""n_2"": 4123, ""n_3"": 4106, ""n_4"": 4090, ""n_5"": 32114}",4106,4123,4106,4090,32114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,3,5,ok,200000,42004,157996,41979,27651,14328,3582,13464.864334,3.11766973351,0.130900000074,"{""n_1"": 3582, ""n_2"": 3597, ""n_3"": 3582, ""n_4"": 3567, ""n_5"": 27651}",3582,3597,3582,3567,27651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,3,10,ok,200000,41944,158056,41894,25674,16220,1802.22222222,16964.6660084,2.46948569334,0.113763891095,"{""n_1"": 1772, ""n_10"": 25674, ""n_2"": 1804, ""n_3"": 1820, ""n_4"": 1820, ""n_5"": 1820, ""n_6"": 1804, ""n_7"": 1772, ""n_8"": 1804, ""n_9"": 1804}",1772,1804,1820,1820,1820,1804,1772,1804,1804,25674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,3,10,ok,200000,36918,163082,36868,22346,14522,1613.55555556,16964.6660084,2.17322286108,0.132674085126,"{""n_1"": 1586, ""n_10"": 22346, ""n_2"": 1615, ""n_3"": 1630, ""n_4"": 1630, ""n_5"": 1630, ""n_6"": 1615, ""n_7"": 1586, ""n_8"": 1615, ""n_9"": 1615}",1586,1615,1630,1630,1630,1615,1586,1615,1615,22346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,3,10,ok,200000,64864,135136,64814,41866,22948,2549.77777778,16964.6660084,3.82052909075,0.157109836419,"{""n_1"": 2526, ""n_10"": 41866, ""n_2"": 2551, ""n_3"": 2564, ""n_4"": 2564, ""n_5"": 2564, ""n_6"": 2551, ""n_7"": 2526, ""n_8"": 2551, ""n_9"": 2551}",2526,2551,2564,2564,2564,2551,2526,2551,2551,41866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,3,10,ok,200000,53652,146348,53602,34505,19097,2121.88888889,16964.6660084,3.1596260117,0.172300000066,"{""n_1"": 2100, ""n_10"": 34505, ""n_2"": 2123, ""n_3"": 2135, ""n_4"": 2135, ""n_5"": 2135, ""n_6"": 2123, ""n_7"": 2100, ""n_8"": 2123, ""n_9"": 2123}",2100,2123,2135,2135,2135,2123,2100,2123,2123,34505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,3,15,ok,200000,49776,150224,49701,30356,19345,1381.78571429,19419.6948,2.55930901654,0.131775044342,"{""n_1"": 1399, ""n_10"": 1372, ""n_11"": 1372, ""n_12"": 1372, ""n_13"": 1372, ""n_14"": 1386, ""n_15"": 30356, ""n_2"": 1358, ""n_3"": 1386, ""n_4"": 1372, ""n_5"": 1399, ""n_6"": 1386, ""n_7"": 1386, ""n_8"": 1386, ""n_9"": 1399}",1399,1358,1386,1372,1399,1386,1386,1386,1399,1372,1372,1372,1372,1386,30356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,3,15,ok,200000,42848,157152,42773,25926,16847,1203.35714286,19419.6948,2.20255778685,0.153851699698,"{""n_1"": 1220, ""n_10"": 1194, ""n_11"": 1194, ""n_12"": 1194, ""n_13"": 1194, ""n_14"": 1207, ""n_15"": 25926, ""n_2"": 1182, ""n_3"": 1207, ""n_4"": 1194, ""n_5"": 1220, ""n_6"": 1207, ""n_7"": 1207, ""n_8"": 1207, ""n_9"": 1220}",1220,1182,1207,1194,1220,1207,1207,1207,1220,1194,1194,1194,1194,1207,25926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,3,15,ok,200000,76366,123634,76291,48587,27704,1978.85714286,19419.6948,3.92853753809,0.179579000639,"{""n_1"": 1993, ""n_10"": 1971, ""n_11"": 1971, ""n_12"": 1971, ""n_13"": 1971, ""n_14"": 1982, ""n_15"": 48587, ""n_2"": 1960, ""n_3"": 1982, ""n_4"": 1971, ""n_5"": 1993, ""n_6"": 1982, ""n_7"": 1982, ""n_8"": 1982, ""n_9"": 1993}",1993,1960,1982,1971,1993,1982,1982,1982,1993,1971,1971,1971,1971,1982,48587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,3,15,ok,200000,61286,138714,61211,38501,22710,1622.14285714,19419.6948,3.15200628179,0.19845000006,"{""n_1"": 1635, ""n_10"": 1615, ""n_11"": 1615, ""n_12"": 1615, ""n_13"": 1615, ""n_14"": 1625, ""n_15"": 38501, ""n_2"": 1605, ""n_3"": 1625, ""n_4"": 1615, ""n_5"": 1635, ""n_6"": 1625, ""n_7"": 1625, ""n_8"": 1625, ""n_9"": 1635}",1635,1605,1625,1615,1635,1625,1625,1625,1635,1615,1615,1615,1615,1625,38501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,3,20,ok,200000,56121,143879,56021,34081,21940,1154.73684211,21374.1398084,2.6209709725,0.145594208078,"{""n_1"": 1169, ""n_10"": 1169, ""n_11"": 1157, ""n_12"": 1157, ""n_13"": 1169, ""n_14"": 1157, ""n_15"": 1157, ""n_16"": 1119, ""n_17"": 1144, ""n_18"": 1144, ""n_19"": 1132, ""n_2"": 1157, ""n_20"": 34081, ""n_3"": 1144, ""n_4"": 1144, ""n_5"": 1169, ""n_6"": 1169, ""n_7"": 1157, ""n_8"": 1169, ""n_9"": 1157}",1169,1157,1144,1144,1169,1169,1157,1169,1157,1169,1157,1157,1169,1157,1157,1119,1144,1144,1132,34081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,3,20,ok,200000,47470,152530,47370,28524,18846,991.894736842,21374.1398084,2.21622953834,0.169856247937,"{""n_1"": 1005, ""n_10"": 1005, ""n_11"": 994, ""n_12"": 994, ""n_13"": 1005, ""n_14"": 994, ""n_15"": 994, ""n_16"": 959, ""n_17"": 982, ""n_18"": 982, ""n_19"": 971, ""n_2"": 994, ""n_20"": 28524, ""n_3"": 982, ""n_4"": 982, ""n_5"": 1005, ""n_6"": 1005, ""n_7"": 994, ""n_8"": 1005, ""n_9"": 994}",1005,994,982,982,1005,1005,994,1005,994,1005,994,994,1005,994,994,959,982,982,971,28524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,3,20,ok,200000,85760,114240,85660,53960,31700,1668.42105263,21374.1398084,4.00764665936,0.196700214768,"{""n_1"": 1680, ""n_10"": 1680, ""n_11"": 1670, ""n_12"": 1670, ""n_13"": 1680, ""n_14"": 1670, ""n_15"": 1670, ""n_16"": 1640, ""n_17"": 1660, ""n_18"": 1660, ""n_19"": 1650, ""n_2"": 1670, ""n_20"": 53960, ""n_3"": 1660, ""n_4"": 1660, ""n_5"": 1680, ""n_6"": 1680, ""n_7"": 1670, ""n_8"": 1680, ""n_9"": 1670}",1680,1670,1660,1660,1680,1680,1670,1680,1670,1680,1670,1670,1680,1670,1670,1640,1660,1660,1650,53960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,3,20,ok,200000,67190,132810,67090,41752,25338,1333.57894737,21374.1398084,3.13883976625,0.220150000056,"{""n_1"": 1344, ""n_10"": 1344, ""n_11"": 1335, ""n_12"": 1335, ""n_13"": 1344, ""n_14"": 1335, ""n_15"": 1335, ""n_16"": 1308, ""n_17"": 1326, ""n_18"": 1326, ""n_19"": 1317, ""n_2"": 1335, ""n_20"": 41752, ""n_3"": 1326, ""n_4"": 1326, ""n_5"": 1344, ""n_6"": 1344, ""n_7"": 1335, ""n_8"": 1344, ""n_9"": 1335}",1344,1335,1326,1326,1344,1344,1335,1344,1335,1344,1335,1335,1344,1335,1335,1308,1326,1326,1317,41752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,3,30,ok,200000,66347,133653,66197,39992,26205,903.620689655,24467.282261,2.70553138243,0.166637249791,"{""n_1"": 904, ""n_10"": 915, ""n_11"": 893, ""n_12"": 882, ""n_13"": 915, ""n_14"": 882, ""n_15"": 904, ""n_16"": 904, ""n_17"": 915, ""n_18"": 915, ""n_19"": 882, ""n_2"": 915, ""n_20"": 904, ""n_21"": 915, ""n_22"": 893, ""n_23"": 893, ""n_24"": 904, ""n_25"": 915, ""n_26"": 904, ""n_27"": 882, ""n_28"": 915, ""n_29"": 882, ""n_3"": 904, ""n_30"": 39992, ""n_4"": 915, ""n_5"": 915, ""n_6"": 915, ""n_7"": 904, ""n_8"": 915, ""n_9"": 904}",904,915,904,915,915,915,904,915,904,915,893,882,915,882,904,904,915,915,882,904,915,893,893,904,915,904,882,915,882,39992,,,,,,,,,,,,,,,,,,,,
UCB direct,3,30,ok,200000,54594,145406,54444,32443,22001,758.655172414,24467.282261,2.22517562103,0.194835787913,"{""n_1"": 759, ""n_10"": 769, ""n_11"": 749, ""n_12"": 739, ""n_13"": 769, ""n_14"": 739, ""n_15"": 759, ""n_16"": 759, ""n_17"": 769, ""n_18"": 769, ""n_19"": 739, ""n_2"": 769, ""n_20"": 759, ""n_21"": 769, ""n_22"": 749, ""n_23"": 749, ""n_24"": 759, ""n_25"": 769, ""n_26"": 759, ""n_27"": 739, ""n_28"": 769, ""n_29"": 739, ""n_3"": 759, ""n_30"": 32443, ""n_4"": 769, ""n_5"": 769, ""n_6"": 769, ""n_7"": 759, ""n_8"": 769, ""n_9"": 759}",759,769,759,769,769,769,759,769,759,769,749,739,769,739,759,759,769,769,739,759,769,749,749,759,769,759,739,769,739,32443,,,,,,,,,,,,,,,,,,,,
TS appendix,3,30,ok,200000,101080,98920,100930,62543,38387,1323.68965517,24467.282261,4.12510056995,0.222606341966,"{""n_1"": 1324, ""n_10"": 1333, ""n_11"": 1315, ""n_12"": 1306, ""n_13"": 1333, ""n_14"": 1306, ""n_15"": 1324, ""n_16"": 1324, ""n_17"": 1333, ""n_18"": 1333, ""n_19"": 1306, ""n_2"": 1333, ""n_20"": 1324, ""n_21"": 1333, ""n_22"": 1315, ""n_23"": 1315, ""n_24"": 1324, ""n_25"": 1333, ""n_26"": 1324, ""n_27"": 1306, ""n_28"": 1333, ""n_29"": 1306, ""n_3"": 1324, ""n_30"": 62543, ""n_4"": 1333, ""n_5"": 1333, ""n_6"": 1333, ""n_7"": 1324, ""n_8"": 1333, ""n_9"": 1324}",1324,1333,1324,1333,1333,1333,1324,1333,1324,1333,1315,1306,1333,1306,1324,1324,1333,1333,1306,1324,1333,1315,1315,1324,1333,1324,1306,1333,1306,62543,,,,,,,,,,,,,,,,,,,,
TS direct,3,30,ok,200000,76245,123755,76095,46448,29647,1022.31034483,24467.282261,3.1100716127,0.253500000049,"{""n_1"": 1023, ""n_10"": 1030, ""n_11"": 1015, ""n_12"": 1007, ""n_13"": 1030, ""n_14"": 1007, ""n_15"": 1023, ""n_16"": 1023, ""n_17"": 1030, ""n_18"": 1030, ""n_19"": 1007, ""n_2"": 1030, ""n_20"": 1023, ""n_21"": 1030, ""n_22"": 1015, ""n_23"": 1015, ""n_24"": 1023, ""n_25"": 1030, ""n_26"": 1023, ""n_27"": 1007, ""n_28"": 1030, ""n_29"": 1007, ""n_3"": 1023, ""n_30"": 46448, ""n_4"": 1030, ""n_5"": 1030, ""n_6"": 1030, ""n_7"": 1023, ""n_8"": 1030, ""n_9"": 1023}",1023,1030,1023,1030,1030,1030,1023,1030,1023,1030,1015,1007,1030,1007,1023,1023,1030,1030,1007,1023,1030,1015,1015,1023,1030,1023,1007,1030,1007,46448,,,,,,,,,,,,,,,,,,,,
UCB appendix,3,40,ok,200000,74659,125341,74459,44722,29737,762.487179487,26929.728668,2.76493688139,0.182744015926,"{""n_1"": 773, ""n_10"": 773, ""n_11"": 763, ""n_12"": 763, ""n_13"": 763, ""n_14"": 773, ""n_15"": 753, ""n_16"": 743, ""n_17"": 773, ""n_18"": 763, ""n_19"": 773, ""n_2"": 773, ""n_20"": 763, ""n_21"": 763, ""n_22"": 753, ""n_23"": 753, ""n_24"": 753, ""n_25"": 753, ""n_26"": 763, ""n_27"": 763, ""n_28"": 753, ""n_29"": 763, ""n_3"": 773, ""n_30"": 763, ""n_31"": 763, ""n_32"": 763, ""n_33"": 763, ""n_34"": 753, ""n_35"": 773, ""n_36"": 753, ""n_37"": 753, ""n_38"": 763, ""n_39"": 743, ""n_4"": 773, ""n_40"": 44722, ""n_5"": 773, ""n_6"": 773, ""n_7"": 773, ""n_8"": 763, ""n_9"": 753}",773,773,773,773,773,773,773,763,753,773,763,763,763,773,753,743,773,763,773,763,763,753,753,753,753,763,763,753,763,763,763,763,763,753,773,753,753,763,743,44722,,,,,,,,,,
